gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_log,tenure_group,Segment,PCA1,PCA2,Segment_Name,Recommendation,Risk_Level
1,0,0,1,35,1,0,1,0,0,2,0,2,0,1,1,2,85.15,3030.6,1,8.016845811937873,1,2,1.24359358378657,-0.1648633524705362,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
0,0,1,1,33,1,0,1,0,0,2,0,2,2,1,1,2,93.8,3124.5,1,8.047349549371868,1,2,1.3737389967765359,0.17556080203891,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
1,0,0,0,45,1,0,2,1,1,1,1,1,1,1,1,2,20.4,930.45,1,6.836742511735718,0,4,-0.36183934195176753,-2.441349958708496,Mid-Tenure Low Spenders,"{'Risk': 'Medium', 'Strategy': 'Upsell + Retain', 'Offer': 'Offer bundled services upgrade at same price point', 'Action': 'Send monthly value report showing benefits they are missing'}",Medium
1,1,1,0,7,1,2,1,2,2,0,0,0,2,0,1,1,94.7,673.1,1,6.513378467859393,2,3,-0.2596597131946046,1.060591518974637,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,0,0,6,0,1,0,0,2,0,0,0,0,0,1,1,30.5,208.7,1,5.345677937907874,2,0,-1.6441870230460398,-1.1482891246497515,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,77.0,237.75,1,5.47541697936084,2,3,-0.8628444621783398,0.5686562779030742,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,0,1,11,1,0,2,1,1,1,1,1,1,0,0,1,20.1,221.35,1,5.404252716956705,2,0,-1.6764551461045663,-1.6287863060426806,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,75.3,75.3,1,4.334672938290411,2,3,-1.0125476091836336,0.5707078393420576,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,1,1,0,40,1,0,1,0,2,0,2,2,2,1,1,1,99.2,4062.2,1,8.309726119487035,0,2,2.0129671037947774,0.10559964157126424,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
1,1,0,0,47,1,0,1,2,0,0,0,0,2,0,0,3,85.5,4042.3,1,8.304816469212922,0,1,1.9710146151375532,-0.5320851066696461,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.05,164.85,1,5.111083765393062,2,0,-1.8222353187320115,-1.5368653200506734,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.4,70.4,1,4.268297869345539,2,3,-1.1054373602532006,0.39688035362773966,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,1,1,7,1,0,0,2,0,0,0,0,0,1,1,2,49.75,331.3,1,5.806038175360548,2,0,-1.2127132075613676,-0.4992641198861543,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,1,75.3,1147.45,1,7.046168486135763,1,3,-0.20826954917316512,0.14040965364050575,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,1,0,11,1,2,1,0,0,0,0,2,2,0,1,2,94.0,1078.9,1,6.984623723238714,2,3,-0.00907657846242355,0.9010918906754113,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,0,0,67,1,2,1,2,2,2,2,2,2,1,1,0,118.35,7804.15,1,8.962539051214572,0,1,4.489848910135137,-0.23863778621258486,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
1,0,0,0,8,0,1,0,2,0,0,0,0,0,0,1,2,30.45,226.45,1,5.426930434016013,2,0,-1.5762633312444907,-1.19569002470792,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,0,1,0,44,1,2,1,0,0,0,0,2,2,0,1,2,96.1,4364.1,1,8.38139637751873,0,1,2.1835421212192117,-0.12715968251300747,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
1,1,1,0,24,1,2,1,0,2,2,0,2,2,0,1,2,104.25,2433.9,1,7.79766096691158,1,2,1.0507889425971098,0.8242771955931582,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
1,1,0,0,15,1,2,1,0,2,0,0,0,0,0,1,2,80.2,1217.25,1,7.1051706817236155,1,3,-0.09331309707124504,0.30664077197117123,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,1,1,17,1,2,1,2,0,2,0,2,2,0,1,2,104.2,1743.5,1,7.464223260626829,1,2,0.5952468915520486,1.0557100051245767,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65,1,4.257738109130536,2,3,-1.1196551792944607,0.3702741058143236,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,80.8,713.1,1,6.5710230085550645,2,3,-0.4420173564124998,0.5176365030927677,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,3,80.3,526.7,1,6.268527940411622,2,3,-0.5775232646153161,0.5652017997034614,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,1,1,0,36,1,2,1,0,0,0,0,0,2,0,1,2,84.1,3021.6,1,8.01387266713602,1,2,1.252395228321785,-0.2229534281258572,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
1,0,0,0,3,1,0,0,0,0,0,2,2,2,0,1,2,69.35,191.35,1,5.259316629198304,2,3,-1.0210416349662774,0.3018081316564082,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,1,1,1,34,1,2,1,0,2,0,0,0,0,0,1,3,79.6,2718.3,1,7.908129773227916,1,2,1.002673732383465,-0.3040734838346701,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,36.45,36.45,1,3.6230067099632284,2,0,-1.7490306355209146,-0.8074957973928942,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,0,0,1,22,1,0,1,0,2,2,0,2,0,0,1,2,89.4,2001.5,1,7.602151678942514,1,2,0.5644852611838216,0.38989028256781394,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
0,1,1,0,47,1,2,1,2,0,0,0,0,0,0,0,2,80.35,3825.85,1,8.249797289465494,0,2,1.801541308648436,-0.6900492549345194,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
0,1,1,0,24,0,1,0,0,0,2,0,0,2,0,1,1,40.65,933.3,1,6.83979758579891,1,0,-0.6434776341894528,-1.2637357017224375,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,0,1,0,53,0,1,0,0,2,2,2,2,2,1,1,2,60.45,3184.25,1,8.06628605786149,0,4,1.4013685237178493,-1.4538645401221368,Mid-Tenure Low Spenders,"{'Risk': 'Medium', 'Strategy': 'Upsell + Retain', 'Offer': 'Offer bundled services upgrade at same price point', 'Action': 'Send monthly value report showing benefits they are missing'}",Medium
0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,2,84.9,764.95,1,6.6411168934587055,2,3,-0.3794674402710225,0.6792668387794105,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,1,1,2,1,0,1,0,2,0,0,0,0,0,1,0,73.55,145.4,1,4.986342601527212,2,3,-0.9898830671087804,0.47844489412176266,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,1,0,8,1,0,2,1,1,1,1,1,1,0,0,0,20.15,156.25,1,5.05783689558055,2,0,-1.7918880264348287,-1.554071363611333,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,0,1,0,48,0,1,0,0,2,2,0,0,0,1,0,3,34.7,1604.5,1,7.381190513529568,0,4,0.22779823207729546,-2.0765949956932794,Mid-Tenure Low Spenders,"{'Risk': 'Medium', 'Strategy': 'Upsell + Retain', 'Offer': 'Offer bundled services upgrade at same price point', 'Action': 'Send monthly value report showing benefits they are missing'}",Medium
0,1,1,0,43,1,2,1,0,0,2,2,2,2,1,1,2,107.55,4533.9,1,8.419558311589467,0,1,2.4230318586365067,0.2822664544318304,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
1,1,1,0,16,1,2,1,0,0,2,0,2,2,0,1,2,98.75,1587.55,1,7.370576929449647,1,2,0.4093494371249404,0.9017587385891482,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
0,0,1,0,8,1,0,1,0,2,2,0,2,2,0,0,2,101.15,842.9,1,6.738034004163921,2,3,-0.05043602791023706,1.2485137252621097,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,0,0,20,1,2,1,0,0,2,0,2,0,0,1,2,88.7,1761.45,1,7.474460165489695,1,2,0.4070143572174715,0.43661675598126165,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,79.75,164.5,1,5.1089711948171175,2,3,-0.8679629570253634,0.69687996635033,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,0,0,27,1,2,1,0,0,0,0,2,2,0,1,3,94.55,2724.6,1,7.910443866346757,1,2,1.063273425703748,0.37969316262090513,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,69.05,318.5,1,5.766757273817589,2,3,-0.9205750317686588,0.23270424991388763,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,1,1,52,1,2,1,0,0,2,2,0,2,2,1,0,96.25,4990.25,1,8.515441658377432,0,1,2.6505098634451163,-0.3692848554063135,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
1,1,0,0,37,1,2,1,0,0,2,0,2,2,0,1,2,101.1,3744.05,1,8.228190246997041,0,2,1.8459360904050148,0.2757786760064672,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
1,0,0,0,69,1,2,1,0,2,0,2,2,2,1,1,0,104.7,7220.35,1,8.884797195017596,0,1,4.100046799110658,-0.6996807082043834,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
1,0,0,1,40,1,0,0,2,2,0,0,0,0,0,1,3,55.25,2139.2,1,7.668654561592901,0,4,0.5409056109839689,-1.2335888203218317,Mid-Tenure Low Spenders,"{'Risk': 'Medium', 'Strategy': 'Upsell + Retain', 'Offer': 'Offer bundled services upgrade at same price point', 'Action': 'Send monthly value report showing benefits they are missing'}",Medium
0,0,0,0,6,1,2,1,0,2,0,0,2,0,0,1,2,90.1,521.3,1,6.258242135442253,2,3,-0.4283216037292384,0.9364077439924199,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,0,0,11,1,2,0,0,0,2,0,0,0,0,0,2,53.75,608.0,1,6.411818267709897,2,0,-0.9185251854422528,-0.4763703380677451,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,0,2,89.3,577.6,1,6.360611392542035,2,3,-0.42407266059439935,0.9013443475943201,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,1,2,95.2,292.85,1,5.68306943305866,2,3,-0.5052789881932106,1.209982180828769,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,1,0,0,5,0,1,0,0,0,0,0,2,2,0,0,2,45.7,198.0,1,5.293304824724492,2,0,-1.3962551806414114,-0.5842657903876323,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,1,2,74.5,609.9,1,6.414933279655721,2,3,-0.6258037601135787,0.3272577557263185,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.65,79.65,1,4.390118804571218,2,3,-0.9300842587443239,0.725024076659871,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,1,1,0,28,1,2,1,0,0,0,2,2,2,0,1,1,101.3,2812.2,1,7.942077904433863,1,2,1.2501333474617977,0.587914267250252,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
0,0,1,1,1,1,0,1,0,0,0,0,2,0,0,1,3,80.05,80.05,1,4.395066248181685,2,3,-0.9225014219223187,0.7392140754936927,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,1,1,29,1,2,1,0,0,2,0,0,2,0,1,2,89.2,2698.35,1,7.900766282268976,1,2,1.017566111586728,0.14880450710161316,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
1,0,1,1,19,1,2,1,0,0,0,0,0,2,0,1,2,83.65,1465.75,1,7.290804347805969,1,2,0.18104722574974516,0.3132596622213962,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
0,0,1,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,146.3,1,4.9924713234685845,2,0,-1.8701915908601723,-1.5324978632498112,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,51.25,51.25,1,3.9560398908449206,2,0,-1.4684656731067125,-0.2824658405414841,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.6,45.6,1,3.8416005411316,2,0,-1.5755732432175396,-0.48289957406921824,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,49.65,267.35,1,5.592292098622838,2,0,-1.2677282835241466,-0.473566297378129,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,0,1,1,15,1,0,2,1,1,1,1,1,1,0,1,2,20.0,288.05,1,5.666599683528485,1,0,-1.529999425487456,-1.7272399807718062,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
0,0,1,0,25,0,1,0,0,0,0,0,2,0,0,1,0,34.0,853.0,1,6.74993119378857,1,0,-0.7631744148360521,-1.512795755857027,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,1,1,0,10,1,0,1,0,2,2,2,2,0,0,1,3,92.5,934.1,1,6.8406534754414015,2,3,-0.11764544149976332,0.8864241223287155,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,1,1,13,1,0,1,0,0,0,0,2,2,0,0,2,88.35,1222.8,1,7.10971605102844,1,3,-0.002516179040869581,0.6396100300131308,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,1,1,49,1,2,1,0,2,2,2,2,2,2,1,0,107.95,5293.2,1,8.574367160690755,0,1,2.8771069552927524,0.0769981584447821,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,74.45,74.45,1,4.323470185213858,2,3,-1.0286611374303951,0.5405540918201862,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,0,0,37,1,0,0,0,0,0,0,2,2,0,1,2,64.75,2345.2,1,7.7605522770716195,0,4,0.6935810768465469,-0.8542605718656762,Mid-Tenure Low Spenders,"{'Risk': 'Medium', 'Strategy': 'Upsell + Retain', 'Offer': 'Offer bundled services upgrade at same price point', 'Action': 'Send monthly value report showing benefits they are missing'}",Medium
1,0,0,0,26,1,0,1,0,2,2,0,2,0,0,0,2,89.8,2335.3,1,7.756323760359912,1,2,0.811066407569969,0.2779693060037406,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
0,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,3,95.5,1115.15,1,7.01764054251138,2,3,0.06258411204699749,0.9284651394457671,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,1,0,0,10,0,1,0,0,0,0,2,0,0,0,1,2,29.65,291.4,1,5.678122727875623,2,0,-1.5062539405411923,-1.2753095888514023,New Low-Value Customers,"{'Risk': 'Medium', 'Strategy': 'Onboarding Support', 'Offer': 'Provide free onboarding assistance and offer a 10% discount on first 3 months', 'Action': 'Assign dedicated support agent for first 30 days'}",Medium
1,0,1,1,5,1,2,1,2,0,2,0,0,0,0,1,2,84.5,453.75,1,6.119747817398232,2,3,-0.5869546654713033,0.7667706927352566,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
1,0,0,0,18,1,2,1,0,0,2,0,0,2,0,1,1,90.7,1597.25,1,7.376664559646836,1,2,0.3255993919462934,0.5705637142177034,Mid-Tenure High Spenders,"{'Risk': 'High', 'Strategy': 'Value Enhancement', 'Offer': 'Upgrade to annual contract with 15% discount and free add-on services', 'Action': 'Send personalized email with tailored upgrade offer'}",High
0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.3,235.5,1,5.465948207931987,2,3,-0.9883439308792277,0.330452937115182,New Price-Shocked Customers,"{'Risk': 'Very High', 'Strategy': 'Price Reduction', 'Offer': 'Immediately offer 25% price reduction or downgrade to affordable plan', 'Action': 'Trigger automated discount coupon within 48 hours of signup'}",Very High
0,0,0,0,54,1,2,1,2,0,2,0,2,2,1,1,0,103.95,5639.05,1,8.637648209701036,0,1,3.07727975139206,-0.21471008723069157,Loyal Premium Customers,"{'Risk': 'Very High', 'Strategy': 'Loyalty Reward', 'Offer': 'Offer exclusive VIP loyalty program with 20% discount and priority support', 'Action': 'Personal call from retention team within 24 hours'}",Very High
